               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  55,            0.046824,            0.021215,           0.0019207,             0.67686,             0.58093,             0.57578,             0.26108,             0.05044,            0.013721,           0.0042685,            0.004654,            0.004654,            0.004654
                  56,            0.046457,             0.02147,           0.0015573,             0.64807,             0.58719,             0.57806,             0.26222,            0.051125,             0.01368,           0.0035559,            0.004555,            0.004555,            0.004555
                  57,             0.04633,            0.021212,           0.0016076,             0.67764,              0.5664,             0.56684,             0.26897,            0.050614,             0.01376,           0.0039121,            0.004456,            0.004456,            0.004456
                  58,            0.045934,            0.020382,           0.0016667,             0.70398,             0.54882,              0.5772,             0.26758,            0.050581,            0.013577,            0.004161,            0.004357,            0.004357,            0.004357
                  59,            0.045807,            0.020794,             0.00171,             0.68344,             0.56382,             0.57373,             0.25819,            0.050597,            0.013641,           0.0039895,            0.004258,            0.004258,            0.004258
                  60,            0.045796,            0.020913,           0.0016103,             0.65424,             0.58071,              0.5775,             0.27005,            0.049805,            0.013626,           0.0037238,            0.004159,            0.004159,            0.004159
                  61,            0.045765,            0.020715,           0.0014872,             0.66081,             0.58343,             0.58911,              0.2726,            0.050238,            0.013734,           0.0043655,             0.00406,             0.00406,             0.00406
                  62,            0.045687,            0.020726,           0.0015679,             0.66893,             0.59573,             0.59934,             0.27693,            0.049808,            0.013486,           0.0040078,            0.003961,            0.003961,            0.003961
                  63,             0.04556,            0.020945,           0.0014762,              0.6746,             0.57515,             0.59198,             0.27263,            0.050199,             0.01353,           0.0042013,            0.003862,            0.003862,            0.003862
                  64,            0.045124,            0.020292,           0.0015551,             0.66108,               0.583,             0.58963,             0.27702,             0.05009,            0.013494,            0.004212,            0.003763,            0.003763,            0.003763
                  65,            0.044941,            0.020563,           0.0015653,             0.67329,             0.56466,             0.57708,             0.26698,            0.050018,            0.013812,           0.0041523,            0.003664,            0.003664,            0.003664
                  66,            0.044916,            0.020555,           0.0015241,             0.65527,             0.57815,              0.5792,             0.27064,            0.050306,            0.013568,           0.0040109,            0.003565,            0.003565,            0.003565
                  67,            0.045059,            0.020437,           0.0015308,             0.62718,             0.58849,             0.56718,             0.27073,             0.05026,            0.013863,           0.0039961,            0.003466,            0.003466,            0.003466
                  68,            0.044659,            0.020505,           0.0014909,              0.7064,             0.56384,             0.58565,             0.27158,            0.049908,            0.013749,           0.0035248,            0.003367,            0.003367,            0.003367
                  69,            0.044675,            0.020554,           0.0015101,             0.64364,             0.58298,             0.58139,             0.27112,              0.0496,            0.013692,            0.003883,            0.003268,            0.003268,            0.003268
                  70,            0.044489,            0.020103,           0.0013077,             0.67543,             0.56364,             0.59205,             0.28327,            0.049608,            0.013387,           0.0043482,            0.003169,            0.003169,            0.003169
                  71,            0.044133,            0.020376,           0.0014034,             0.68359,             0.58459,             0.59789,             0.28427,            0.049748,            0.013454,            0.004166,             0.00307,             0.00307,             0.00307
                  72,            0.043705,            0.019992,           0.0012591,             0.69461,             0.58578,             0.58995,             0.27375,            0.050209,            0.013525,           0.0036739,            0.002971,            0.002971,            0.002971
                  73,            0.043724,            0.019936,           0.0012021,             0.70812,             0.58155,             0.59415,             0.28207,            0.049635,            0.013566,           0.0045064,            0.002872,            0.002872,            0.002872
                  74,            0.043709,            0.019801,           0.0013242,             0.72012,              0.5406,             0.58476,             0.27675,            0.049231,            0.013554,           0.0038523,            0.002773,            0.002773,            0.002773
                  75,            0.043424,            0.019896,           0.0010728,             0.70395,             0.56924,             0.59325,              0.2807,            0.049413,             0.01367,           0.0041979,            0.002674,            0.002674,            0.002674
                  76,            0.043512,            0.019847,           0.0013065,             0.70142,             0.59142,             0.60753,             0.28456,            0.049702,            0.013671,           0.0046356,            0.002575,            0.002575,            0.002575
                  77,            0.042936,            0.019848,           0.0011414,             0.68746,             0.59128,             0.60648,             0.28356,            0.049669,            0.013476,           0.0041318,            0.002476,            0.002476,            0.002476
                  78,            0.043135,            0.019521,           0.0013388,             0.67163,             0.60212,             0.59845,             0.28386,            0.049489,            0.013478,           0.0043779,            0.002377,            0.002377,            0.002377
                  79,            0.043081,            0.019952,           0.0012857,              0.6945,             0.59046,             0.60581,             0.28823,             0.04942,            0.013472,           0.0040924,            0.002278,            0.002278,            0.002278
                  80,            0.043384,            0.020035,            0.001078,             0.66946,             0.59802,             0.59789,             0.28202,            0.049058,            0.013702,           0.0041393,            0.002179,            0.002179,            0.002179
                  81,             0.04278,            0.019566,           0.0011707,             0.69167,             0.61045,             0.61898,             0.29071,            0.048929,            0.013488,           0.0042317,             0.00208,             0.00208,             0.00208
                  82,            0.042685,            0.019277,           0.0011188,             0.70104,             0.58081,             0.59852,             0.28399,            0.049194,              0.0136,           0.0046244,            0.001981,            0.001981,            0.001981
                  83,            0.042956,            0.019772,           0.0011697,             0.70328,             0.57643,              0.5941,             0.28014,            0.049296,            0.013607,           0.0042759,            0.001882,            0.001882,            0.001882
                  84,            0.042552,            0.019518,           0.0010977,             0.70101,              0.5871,             0.59707,             0.28152,            0.049438,            0.013591,           0.0042416,            0.001783,            0.001783,            0.001783
                  85,            0.042241,            0.019041,            0.001013,             0.68892,             0.60574,             0.61691,             0.28587,            0.049672,            0.013495,            0.004197,            0.001684,            0.001684,            0.001684
                  86,            0.042287,            0.019844,           0.0011997,             0.69126,             0.58235,             0.61184,              0.2866,            0.049344,            0.013424,           0.0040029,            0.001585,            0.001585,            0.001585
                  87,            0.042005,              0.0194,           0.0010376,             0.68134,             0.61824,             0.61227,             0.28696,            0.049075,            0.013479,           0.0042183,            0.001486,            0.001486,            0.001486
                  88,            0.041873,            0.019485,           0.0010452,             0.68293,             0.59577,             0.59706,             0.28089,             0.04921,            0.013604,           0.0044309,            0.001387,            0.001387,            0.001387
                  89,            0.041761,            0.019023,           0.0010581,             0.69192,             0.58875,             0.60344,             0.28402,            0.049173,            0.013573,           0.0044845,            0.001288,            0.001288,            0.001288
                  90,            0.041773,            0.019262,          0.00087963,             0.68136,             0.59534,             0.60096,             0.28651,            0.049304,            0.013472,           0.0047269,            0.001189,            0.001189,            0.001189
                  91,            0.041186,            0.018826,          0.00098815,             0.68163,             0.58739,             0.60135,             0.28714,            0.049157,            0.013557,           0.0044612,             0.00109,             0.00109,             0.00109
                  92,            0.041035,            0.018906,          0.00093371,             0.65888,             0.60671,             0.60145,             0.28591,            0.048812,             0.01352,           0.0044337,            0.000991,            0.000991,            0.000991
                  93,            0.040894,            0.018931,          0.00084523,             0.67468,             0.59663,             0.61629,             0.29355,            0.048842,            0.013374,           0.0044152,            0.000892,            0.000892,            0.000892
                  94,            0.040886,            0.019085,          0.00091489,              0.6773,             0.60366,             0.61777,              0.2935,            0.048824,             0.01346,           0.0044062,            0.000793,            0.000793,            0.000793
                  95,             0.04129,            0.019181,          0.00085551,              0.6913,             0.59482,             0.62139,             0.29537,             0.04878,            0.013438,           0.0043745,            0.000694,            0.000694,            0.000694
                  96,            0.040345,            0.018733,          0.00083521,             0.69046,             0.59463,             0.60631,             0.28843,            0.048993,            0.013459,           0.0044677,            0.000595,            0.000595,            0.000595
                  97,            0.040598,            0.018806,          0.00078791,             0.70284,             0.59795,             0.60901,             0.28984,            0.048963,            0.013429,           0.0045544,            0.000496,            0.000496,            0.000496
                  98,            0.040445,            0.019014,          0.00091733,             0.69549,             0.60344,             0.61137,             0.28754,            0.049001,            0.013432,           0.0044841,            0.000397,            0.000397,            0.000397
                  99,            0.040731,            0.018698,            0.000871,             0.69185,             0.60262,             0.60725,             0.28796,             0.04902,            0.013399,           0.0045071,            0.000298,            0.000298,            0.000298
