               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  79,            0.070233,           0.0042652,           0.0026107,              0.2567,             0.19097,             0.12521,            0.042472,            0.064248,           0.0023499,           0.0019519,            0.002278,            0.002278,            0.002278
                  80,            0.069767,            0.004376,           0.0026368,              0.2923,             0.20499,             0.14423,            0.046768,            0.064591,            0.002312,           0.0018563,            0.002179,            0.002179,            0.002179
                  81,            0.070145,           0.0043314,           0.0026066,             0.28995,              0.2006,             0.15213,            0.051269,            0.064816,           0.0023391,           0.0018465,             0.00208,             0.00208,             0.00208
                  82,            0.069707,           0.0042758,           0.0026107,             0.27455,             0.20744,             0.14124,            0.045271,            0.064431,           0.0023109,           0.0018883,            0.001981,            0.001981,            0.001981
                  83,            0.069893,           0.0042836,           0.0025914,             0.26126,             0.20799,             0.14659,            0.050734,            0.063626,           0.0023497,            0.001979,            0.001882,            0.001882,            0.001882
                  84,            0.069234,           0.0042973,           0.0025259,             0.32179,             0.20463,             0.14715,            0.050132,            0.064725,           0.0023151,           0.0018389,            0.001783,            0.001783,            0.001783
                  85,            0.069118,           0.0043777,           0.0025354,             0.32223,             0.22759,             0.16843,            0.060156,            0.062877,           0.0023738,           0.0018382,            0.001684,            0.001684,            0.001684
                  86,            0.069314,           0.0043702,           0.0024879,             0.33565,             0.21076,             0.16245,            0.056017,            0.064335,           0.0023263,            0.001787,            0.001585,            0.001585,            0.001585
                  87,            0.068615,           0.0043432,           0.0025487,             0.31071,             0.20841,             0.15222,            0.055453,             0.06309,           0.0023131,            0.001846,            0.001486,            0.001486,            0.001486
                  88,            0.068789,            0.004428,            0.002521,             0.34739,             0.21764,             0.16759,             0.06255,            0.062988,           0.0023489,           0.0017443,            0.001387,            0.001387,            0.001387
                  89,            0.068821,           0.0043953,           0.0025196,             0.32509,             0.21535,             0.17016,            0.060726,            0.063018,           0.0023414,           0.0017376,            0.001288,            0.001288,            0.001288
                  90,            0.067366,           0.0043738,           0.0024438,             0.33741,             0.23185,             0.18363,            0.064031,            0.062842,           0.0023081,           0.0018073,            0.001189,            0.001189,            0.001189
                  91,            0.068387,            0.004362,           0.0024721,             0.34657,             0.23601,             0.17275,            0.063056,            0.062482,           0.0023364,           0.0016528,             0.00109,             0.00109,             0.00109
                  92,            0.067936,           0.0044068,            0.002484,             0.33095,             0.21754,             0.17786,            0.065609,            0.061575,             0.00237,           0.0017218,            0.000991,            0.000991,            0.000991
                  93,             0.06713,           0.0043364,           0.0024183,              0.3587,             0.24318,             0.19107,            0.068163,            0.061868,           0.0023382,           0.0017858,            0.000892,            0.000892,            0.000892
                  94,            0.067309,           0.0042815,           0.0024582,             0.37584,             0.24413,             0.19775,            0.071716,            0.061612,             0.00233,           0.0016414,            0.000793,            0.000793,            0.000793
                  95,            0.066996,           0.0043241,           0.0024064,             0.36986,             0.24322,             0.20249,            0.077381,            0.061525,           0.0023253,           0.0016509,            0.000694,            0.000694,            0.000694
                  96,            0.067229,            0.004407,           0.0024486,              0.3798,             0.23628,             0.19102,            0.071752,            0.061255,           0.0023452,           0.0017266,            0.000595,            0.000595,            0.000595
                  97,            0.066693,           0.0042912,           0.0023667,             0.38975,             0.24563,             0.20196,            0.076179,            0.061015,           0.0023437,           0.0016308,            0.000496,            0.000496,            0.000496
                  98,              0.0662,           0.0044085,           0.0023743,             0.36687,             0.24064,             0.19933,            0.074578,            0.060821,           0.0023654,           0.0016353,            0.000397,            0.000397,            0.000397
                  99,             0.06644,           0.0043934,           0.0024112,             0.37695,              0.2428,             0.20318,            0.077559,            0.060742,           0.0023554,           0.0016233,            0.000298,            0.000298,            0.000298
